term,created_date,course_info,audience,section,question,Number of Responses,Course Mean,Dept. Mean,Univ. Mean,Course Median,Dept. Median,Univ. Median,count_5,count_4,count_3,count_2,count_1,comment_prompt,comments_json,demographics_json
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Eileen Monagle),20,Comments,,,,,,,,,,,,,,What I could have done to make this course better for myself.,"[""n/a"", ""Nothing as I had little provided to me to make it better. They say not to use outside sources yet they share to us outside sources. Very confusing therefor just stuck with what was provided which was very little."", ""Submitting assignments timely.""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Eileen Monagle),20,Demographics,How often did you attend this class both in-person and remotely?,,,,,,,,,,,,,,,"{""80-100%"": 3, ""60-80%"": 1, ""40-60%"": 0, ""20-40%"": 0, ""1-20%"": 1}"
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Eileen Monagle),20,Demographics,The number of hours per week I devoted to this course outside scheduled class meeting times.,,,,,,,,,,,,,,,"{""More than 10"": 2, ""8-10"": 0, ""5-7"": 0, ""3-4"": 1, ""0-2"": 2}"
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Heather Schaufenbil),20,Questions to Assess Students’ Online Experience,Online course materials were organized to help me navigate through the course week by week.,5,4.0,4.45,4.5,5.0,5.0,5.0,3,1,0,0,1,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Heather Schaufenbil),20,Questions to Assess Students’ Online Experience,Online interactions with my instructor created a sense of connection in the virtual classroom.,4,4.75,4.36,4.36,5.0,5.0,5.0,3,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Heather Schaufenbil),20,Questions to Assess Students’ Online Experience,Online course interactions created a sense of community and connection to my classmates.,5,4.0,4.3,4.26,5.0,5.0,5.0,3,1,0,0,1,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Heather Schaufenbil),20,Questions to Assess Students’ Online Experience,I had the necessary computer skills and technology to successfully complete the course.,4,4.75,4.72,4.69,5.0,5.0,5.0,3,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Heather Schaufenbil),20,Course Related Questions,The syllabus was accurate and helpful in delineating expectations and course outcomes.,5,4.0,4.54,4.56,5.0,5.0,5.0,3,1,0,0,1,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Heather Schaufenbil),20,Course Related Questions,Required and additional course materials were helpful in achieving course outcomes.,5,4.0,4.41,4.45,5.0,5.0,5.0,3,1,0,0,1,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Heather Schaufenbil),20,Learning Related Questions,In-class sessions were helpful for learning.,5,4.4,4.25,4.29,5.0,5.0,5.0,3,1,1,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Heather Schaufenbil),20,Learning Related Questions,Out-of-class assignments and/or fieldwork were helpful for learning.,5,4.0,4.3,4.36,5.0,5.0,5.0,3,1,0,0,1,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Heather Schaufenbil),20,Learning Related Questions,This course was intellectually challenging.,5,4.0,4.36,4.38,5.0,5.0,5.0,3,1,0,0,1,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Heather Schaufenbil),20,Learning Related Questions,I learned a lot in this course.,5,4.2,4.45,4.48,5.0,5.0,5.0,3,1,0,1,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Heather Schaufenbil),20,Instructor Related Questions: Heather Schaufenbil,The instructor came to class prepared to teach.,5,4.6,4.62,4.6,5.0,5.0,5.0,3,2,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Heather Schaufenbil),20,Instructor Related Questions: Heather Schaufenbil,The instructor used class time effectively.,5,4.4,4.58,4.51,5.0,5.0,5.0,3,1,1,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Heather Schaufenbil),20,Instructor Related Questions: Heather Schaufenbil,The instructor clearly communicated ideas and information.,5,4.4,4.56,4.53,5.0,5.0,5.0,3,1,1,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Heather Schaufenbil),20,Instructor Related Questions: Heather Schaufenbil,The instructor provided sufficient feedback.,5,4.6,4.58,4.52,5.0,5.0,5.0,3,2,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Heather Schaufenbil),20,Instructor Related Questions: Heather Schaufenbil,The instructor fairly evaluated my performance.,5,4.4,4.64,4.6,5.0,5.0,5.0,3,1,1,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Heather Schaufenbil),20,Instructor Related Questions: Heather Schaufenbil,The instructor was available to assist students outside of class.,5,4.4,4.63,4.6,5.0,5.0,5.0,3,1,1,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Heather Schaufenbil),20,Instructor Related Questions: Heather Schaufenbil,The instructor facilitated a respectful and inclusive learning environment.,5,4.8,4.66,4.66,5.0,5.0,5.0,4,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Heather Schaufenbil),20,Instructor Related Questions: Heather Schaufenbil,The instructor displayed enthusiasm for the course.,5,4.8,4.64,4.63,5.0,5.0,5.0,4,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Heather Schaufenbil),20,Instructor Effectiveness: Heather Schaufenbil,What is your overall rating of this instructor's teaching effectiveness?,5,5.0,4.64,4.6,5.0,5.0,5.0,5,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Heather Schaufenbil),20,Comments,,,,,,,,,,,,,,Please comment on your experience of the online course environment in the open-ended text box.,"[""It was flexible which was really nice."", ""Experience was non existent. Apparently this is a self governed class. The videos were old and out of date."", ""Efficient and effective""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Heather Schaufenbil),20,Comments,,,,,,,,,,,,,,What were the strengths of this course and/or this instructor?,"[""n/a"", ""I put neural as she did not assess the final evaluations but Eileen did and there was no outside assistance needed with the course per se."", ""OFFICE HOURS SESSION MADE THE COURSE AVAILED GROUND FOR EXECLLENCE.""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Heather Schaufenbil),20,Comments,,,,,,,,,,,,,,What could the instructor do to make this course better?,"[""n/a"", ""Revamp the program."", ""N/A""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Heather Schaufenbil),20,Comments,,,,,,,,,,,,,,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,"[""n/a"", ""She’s one of the very few instructors to interact with students and help us instead of judge us. One of my favorite instructors. Facilitates a welcoming environment."", ""N/A""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Heather Schaufenbil),20,Comments,,,,,,,,,,,,,,What I could have done to make this course better for myself.,"[""n/a"", ""Nothing as I had little provided to me to make it better. They say not to use outside sources yet they share to us outside sources. Very confusing therefor just stuck with what was provided which was very little."", ""Submitting assignments timely.""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Heather Schaufenbil),20,Demographics,How often did you attend this class both in-person and remotely?,,,,,,,,,,,,,,,"{""80-100%"": 3, ""60-80%"": 1, ""40-60%"": 0, ""20-40%"": 0, ""1-20%"": 1}"
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-B04 Lab for NRSG 2220  (Heather Schaufenbil),20,Demographics,The number of hours per week I devoted to this course outside scheduled class meeting times.,,,,,,,,,,,,,,,"{""More than 10"": 2, ""8-10"": 0, ""5-7"": 0, ""3-4"": 1, ""0-2"": 2}"
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-N01 Lab for NRSG 2220  (Colton McElveen),9,Questions to Assess Students’ Online Experience,Online course materials were organized to help me navigate through the course week by week.,4,4.0,4.45,4.5,4.5,5.0,5.0,2,1,0,1,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-N01 Lab for NRSG 2220  (Colton McElveen),9,Questions to Assess Students’ Online Experience,Online interactions with my instructor created a sense of connection in the virtual classroom.,3,4.67,4.36,4.36,5.0,5.0,5.0,2,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-N01 Lab for NRSG 2220  (Colton McElveen),9,Questions to Assess Students’ Online Experience,Online course interactions created a sense of community and connection to my classmates.,3,4.67,4.3,4.26,5.0,5.0,5.0,2,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-N01 Lab for NRSG 2220  (Colton McElveen),9,Questions to Assess Students’ Online Experience,I had the necessary computer skills and technology to successfully complete the course.,3,4.67,4.72,4.69,5.0,5.0,5.0,2,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-N01 Lab for NRSG 2220  (Colton McElveen),9,Course Related Questions,The syllabus was accurate and helpful in delineating expectations and course outcomes.,4,3.75,4.54,4.56,4.0,5.0,5.0,2,0,1,1,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-N01 Lab for NRSG 2220  (Colton McElveen),9,Course Related Questions,Required and additional course materials were helpful in achieving course outcomes.,4,4.0,4.41,4.45,4.0,5.0,5.0,1,2,1,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-N01 Lab for NRSG 2220  (Colton McElveen),9,Learning Related Questions,In-class sessions were helpful for learning.,4,4.25,4.25,4.29,4.5,5.0,5.0,2,1,1,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-N01 Lab for NRSG 2220  (Colton McElveen),9,Learning Related Questions,Out-of-class assignments and/or fieldwork were helpful for learning.,4,3.75,4.3,4.36,3.5,5.0,5.0,1,1,2,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-N01 Lab for NRSG 2220  (Colton McElveen),9,Learning Related Questions,This course was intellectually challenging.,4,3.75,4.36,4.38,3.5,5.0,5.0,1,1,2,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-N01 Lab for NRSG 2220  (Colton McElveen),9,Learning Related Questions,I learned a lot in this course.,4,4.5,4.45,4.48,4.5,5.0,5.0,2,2,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-N01 Lab for NRSG 2220  (Colton McElveen),9,Instructor Related Questions: Colton McElveen,The instructor came to class prepared to teach.,4,5.0,4.62,4.6,5.0,5.0,5.0,4,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-N01 Lab for NRSG 2220  (Colton McElveen),9,Instructor Related Questions: Colton McElveen,The instructor used class time effectively.,4,5.0,4.58,4.51,5.0,5.0,5.0,4,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-N01 Lab for NRSG 2220  (Colton McElveen),9,Instructor Related Questions: Colton McElveen,The instructor clearly communicated ideas and information.,4,5.0,4.56,4.53,5.0,5.0,5.0,4,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-N01 Lab for NRSG 2220  (Colton McElveen),9,Instructor Related Questions: Colton McElveen,The instructor provided sufficient feedback.,4,5.0,4.58,4.52,5.0,5.0,5.0,4,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-N01 Lab for NRSG 2220  (Colton McElveen),9,Instructor Related Questions: Colton McElveen,The instructor fairly evaluated my performance.,4,5.0,4.64,4.6,5.0,5.0,5.0,4,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-N01 Lab for NRSG 2220  (Colton McElveen),9,Instructor Related Questions: Colton McElveen,The instructor was available to assist students outside of class.,4,5.0,4.63,4.6,5.0,5.0,5.0,4,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-N01 Lab for NRSG 2220  (Colton McElveen),9,Instructor Related Questions: Colton McElveen,The instructor facilitated a respectful and inclusive learning environment.,4,5.0,4.66,4.66,5.0,5.0,5.0,4,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-N01 Lab for NRSG 2220  (Colton McElveen),9,Instructor Related Questions: Colton McElveen,The instructor displayed enthusiasm for the course.,4,5.0,4.64,4.63,5.0,5.0,5.0,4,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-N01 Lab for NRSG 2220  (Colton McElveen),9,Instructor Effectiveness: Colton McElveen,What is your overall rating of this instructor's teaching effectiveness?,4,5.0,4.64,4.6,5.0,5.0,5.0,4,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-N01 Lab for NRSG 2220  (Colton McElveen),9,Comments,,,,,,,,,,,,,,Please comment on your experience of the online course environment in the open-ended text box.,"[""This lab was majority in person and not much was learned online but the Canvas course was easy to navigate and laid out well."", ""The online course environment was easy to navigate and provided clear access to materials and assignments. The discussion boards and resources helped me stay engaged and connected with the content. Overall, the structure supported my learning and allowed me to manage my studies effectively.""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-N01 Lab for NRSG 2220  (Colton McElveen),9,Comments,,,,,,,,,,,,,,What were the strengths of this course and/or this instructor?,"[""Colton was great! He didnt necessarily teach us much because Lindsay did most of the lecturing but he helped with skills and check offs. He is nice and not intimidating in check offs which is a relief. He was approachable and helpful when we had questions with skills in lab."", ""The instructor was also prepared to teach and answer questions"", ""N/A""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-N01 Lab for NRSG 2220  (Colton McElveen),9,Comments,,,,,,,,,,,,,,What could the instructor do to make this course better?,"[""N/A"", ""Do more explain on how the check off supposed to look"", ""n/a""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-N01 Lab for NRSG 2220  (Colton McElveen),9,Comments,,,,,,,,,,,,,,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,"[""As above, he was great!"", ""n/a""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-N01 Lab for NRSG 2220  (Colton McElveen),9,Comments,,,,,,,,,,,,,,What I could have done to make this course better for myself.,"[""N/A"", ""Practice more  for check off"", ""I could have managed my time more effectively to stay ahead on readings and assignments. I also could have participated more actively in discussions to deepen my understanding.""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-N01 Lab for NRSG 2220  (Colton McElveen),9,Demographics,How often did you attend this class both in-person and remotely?,,,,,,,,,,,,,,,"{""80-100%"": 3, ""60-80%"": 0, ""40-60%"": 0, ""20-40%"": 0, ""1-20%"": 1}"
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-N01 Lab for NRSG 2220  (Colton McElveen),9,Demographics,The number of hours per week I devoted to this course outside scheduled class meeting times.,,,,,,,,,,,,,,,"{""More than 10"": 0, ""8-10"": 1, ""5-7"": 0, ""3-4"": 1, ""0-2"": 2}"
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-N01 Lab for NRSG 2220  (Lindsay Garner),9,Questions to Assess Students’ Online Experience,Online course materials were organized to help me navigate through the course week by week.,4,4.0,4.45,4.5,4.5,5.0,5.0,2,1,0,1,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for NRSG2221-N01 Lab for NRSG 2220  (Lindsay Garner),9,Questions to Assess Students’ Online Experience,Online interactions with my instructor created a sense of connection in the virtual classroom.,3,4.67,4.36,4.36,5.0,5.0,5.0,2,1,0,0,0,,,
